"make","model","price.usd","year","condition","mileage.km","fuel","volume.l","color","transmission","drive"
"lexus","gs",2800,1993,"with mileage",111111,"petrol",3,"silver","auto","rear drive"
"renault","safrane",2500,1999,"with mileage",386000,"petrol",2.5,"blue","mechanics","front-wheel drive"
"infiniti","qx56",14000,2007,"with mileage",257494.4,"petrol",5.6,"black","auto","part-time four-wheel drive"
"opel","ascona",164,1985,"with mileage",3548,"diesel",1.6,"burgundy","mechanics","front-wheel drive"
"ford","focus",5000,2008,"with mileage",184000,"petrol",1.6,"blue","mechanics",""
"great-wall","hover-h3",6900,2011,"with mileage",212000,"petrol",2,"black","mechanics","part-time four-wheel drive"
"bmw","5-seriya",9600,2007,"with mileage",215000,"petrol",2.5,"black","auto","rear drive"
"audi","80",600,1986,"with mileage",9999,"petrol",1.6,"black","mechanics","front-wheel drive"
"volvo","v60",16900,2015,"with mileage",187000,"diesel",2,"black","mechanics","front-wheel drive"
"hyundai","accent",1399,1995,"with mileage",222222,"petrol",1.3,"red","mechanics","front-wheel drive"
"chevrolet","cruze",11000,2016,"with mileage",67000,"petrol",1.4,"black","auto","front-wheel drive"
"bmw","x5",15555,2005,"with mileage",360000,"diesel",3,"black","auto","all-wheel drive"
"opel","antara",10300,2010,"with mileage",130000,"petrol",2.4,"silver","auto","part-time four-wheel drive"
"ford","escort",500,1991,"with mileage",95000,"petrol",1.6,"blue","mechanics","front-wheel drive"
"ford","scorpio",2200,1996,"with mileage",301000,"petrol",2.3,"green","mechanics","rear drive"
"volkswagen","sharan",12999,2010,"with mileage",303000,"diesel",2,"silver","auto","front-wheel drive"
"toyota","highlander",21000,2010,"with mileage",150000,"petrol",3.5,"gray","auto","all-wheel drive"
"chrysler","300m",2800,1999,"with mileage",335000,"petrol",3.5,"other","auto","front-wheel drive"
"peugeot","406",3300,1999,"with mileage",335000,"diesel",2,"white","mechanics","front-wheel drive"
"mercedes-benz","gl-klass",37000,2013,"with mileage",171000,"diesel",3,"black","auto","all-wheel drive"
"volkswagen","passat",3700,1999,"with mileage",301000,"diesel",1.9,"burgundy","mechanics","front-wheel drive"
"opel","omega",2800,2000,"with mileage",402528,"diesel",2.5,"blue","mechanics","rear drive"
"nissan","primera",2700,1999,"with mileage",290000,"petrol",1.8,"silver","mechanics","front-wheel drive"
"mercedes-benz","e-klass",6000,2000,"with mileage",315000,"petrol",4.3,"other","auto","all-wheel drive"
"mazda","626",800,1995,"with mileage",210000,"petrol",2,"gray","mechanics","front-wheel drive"
"mazda","cx-7",7950,2008,"with mileage",140000,"petrol",2.3,"burgundy","auto","all-wheel drive"
"ford","focus",1800,1999,"with mileage",400000,"diesel",1.8,"green","mechanics","front-wheel drive"
"alfa-romeo","159",8800,2007,"with mileage",221000,"petrol",2.2,"black","auto","front-wheel drive"
"mitsubishi","galant",3900,2002,"with mileage",285000,"petrol",2.4,"silver","auto","front-wheel drive"
"mitsubishi","galant",1150,1997,"with mileage",350000,"diesel",2,"black","mechanics","front-wheel drive"
"infiniti","fx",8600,2005,"with mileage",210823.54,"petrol",3.5,"other","auto","all-wheel drive"
"alfa-romeo","166",2800,1999,"with mileage",438000,"diesel",2.4,"silver","mechanics","front-wheel drive"
"volkswagen","touran",6900,2004,"with mileage",230000,"diesel",1.9,"black","mechanics","front-wheel drive"
"bmw","5-seriya",4300,1999,"with mileage",283000,"petrol",2.494,"blue","auto","rear drive"
"hyundai","trajet",3100,2001,"with mileage",490000,"diesel",2,"black","auto","front-wheel drive"
"mitsubishi","galant",1600,1994,"with mileage",295,"petrol",1.8,"purple","auto","front-wheel drive"
"ford","explorer",12000,2007,"with mileage",90500,"petrol",4.6,"black","auto","all-wheel drive"
"zaz","1102-tavriya",850,2004,"with mileage",55000,"petrol",1.2,"white","mechanics","front-wheel drive"
"honda","civic",6000,2007,"with mileage",226000,"petrol",1.4,"black","mechanics","front-wheel drive"
"opel","astra",7250,2010,"with mileage",154000,"petrol",1.4,"black","mechanics","front-wheel drive"
"mercedes-benz","m-klass",5600,1999,"with mileage",230000,"petrol",3.2,"silver","auto","part-time four-wheel drive"
"rover","400",1800,1997,"with mileage",252000,"petrol",1.4,"green","mechanics","front-wheel drive"
"toyota","auris",6350,2010,"with mileage",170000,"diesel",1.4,"gray","mechanics","front-wheel drive"
"hyundai","trajet",4900,2003,"with mileage",350000,"diesel",2,"silver","auto","front-wheel drive"
"volvo","s80",6900,2007,"with mileage",343000,"petrol",4.4,"purple","auto","part-time four-wheel drive"
"mercedes-benz","a-klass",8700,2011,"with mileage",151500,"petrol",1.8,"white","auto","front-wheel drive"
"toyota","sienna",13850,2009,"with mileage",191511.46,"petrol",3.5,"black","auto","front-wheel drive"
"mazda","6",4699,2003,"with mileage",226916.94,"petrol",2.3,"silver","auto","front-wheel drive"
"ford","escort",1521,1999,"with mileage",1000000,"diesel",1.8,"white","mechanics","front-wheel drive"
"renault","trafic",2200,1995,"with mileage",120000,"diesel",2.2,"white","mechanics","front-wheel drive"
"fiat","brava",1200,1998,"with mileage",243000,"petrol",1.4,"other","mechanics","front-wheel drive"
"renault","laguna",7000,2010,"with mileage",313000,"diesel",1.5,"orange","mechanics","front-wheel drive"
"mazda","323",1350,1998,"with mileage",170000,"petrol",1.5,"burgundy","mechanics","front-wheel drive"
"mercedes-benz","vito",14000,2012,"with mileage",223260,"diesel",2.2,"white","mechanics","rear drive"
"audi","100",400,1988,"with mileage",368420,"petrol",1.8,"silver","mechanics","front-wheel drive"
"citroen","evasion",2999,1999,"with mileage",470000,"diesel",1.9,"silver","mechanics","front-wheel drive"
"infiniti","fx",8999,2008,"with mileage",189000,"petrol",4.5,"blue","auto","all-wheel drive"
"opel","meriva",5400,2008,"with mileage",205000,"petrol",1.6,"black","mechanics","front-wheel drive"
"audi","a8",4900,2000,"with mileage",333000,"diesel",2.5,"brown","auto","all-wheel drive"
"peugeot","605",1100,1993,"with mileage",370000,"petrol",2,"burgundy","mechanics","front-wheel drive"
"volkswagen","passat",2800,1996,"with mileage",186720,"diesel",1.9,"white","mechanics","front-wheel drive"
"mazda","3",4250,2007,"with mileage",278000,"petrol",1.6,"silver","mechanics","front-wheel drive"
"renault","logan",7500,2018,"with mileage",30000,"petrol",1.6,"white","mechanics","front-wheel drive"
"renault","scenic",2650,1998,"with mileage",299000,"petrol",1.6,"gray","mechanics","front-wheel drive"
"bmw","5-seriya",26700,2015,"with mileage",140000,"diesel",2,"silver","auto","rear drive"
"ford","tourneo-connect",15600,2015,"with mileage",153000,"diesel",1.6,"black","mechanics","front-wheel drive"
"nissan","primera",2500,2000,"with mileage",244000,"diesel",2,"silver","mechanics","front-wheel drive"
"volvo","xc90",13500,2007,"with mileage",320000,"diesel",2.4,"blue","auto","all-wheel drive"
"audi","a6",16500,2012,"with mileage",125000,"petrol",2,"black","auto","front-wheel drive"
"mercedes-benz","a-klass",3300,2000,"with mileage",300000,"petrol",1.6,"black","mechanics","front-wheel drive"
"peugeot","205",500,1991,"with mileage",300000,"petrol",1.4,"black","mechanics","front-wheel drive"
"citroen","evasion",3400,2001,"with mileage",415000,"petrol",2,"silver","mechanics","front-wheel drive"
"volvo","940",2100,1994,"with mileage",300000,"diesel",2.4,"blue","mechanics","rear drive"
"volkswagen","touran",6893,2005,"with mileage",287000,"diesel",2,"black","mechanics","front-wheel drive"
"ford","mondeo",1000,1996,"with mileage",1000,"diesel",1.8,"blue","mechanics",""
"bmw","3-seriya",2400,1992,"with mileage",300000,"petrol",2,"red","mechanics","rear drive"
"porsche","cayman",77000,2019,"with mileage",11,"petrol",2,"yellow","auto","rear drive"
"volvo","440",1700,1995,"with mileage",210000,"petrol",1.8,"blue","mechanics","front-wheel drive"
"lifan","solano",7500,2016,"with mileage",120000,"petrol",1.5,"gray","mechanics","front-wheel drive"
"rover","600",1700,1997,"with mileage",325680,"diesel",2,"green","mechanics","front-wheel drive"
"bmw","5-seriya",6100,2003,"with mileage",458595,"diesel",3,"black","auto","rear drive"
"opel","astra",12800,2016,"with mileage",157000,"diesel",1.6,"silver","mechanics","front-wheel drive"
"volkswagen","passat",4950,1999,"with mileage",330000,"diesel",1.9,"white","mechanics","front-wheel drive"
"bmw","7-seriya",13700,2007,"with mileage",210000,"diesel",3,"gray","auto","rear drive"
"bmw","3-seriya",4900,2001,"with mileage",354000,"petrol",1.9,"silver","auto","rear drive"
"volkswagen","passat",7500,2007,"with mileage",278900,"petrol",2,"black","auto","front-wheel drive"
"skoda","octavia",11500,2014,"with mileage",139938,"petrol",1.8,"blue","auto","front-wheel drive"
"bmw","5-seriya",8950,2003,"with mileage",398000,"diesel",3,"gray","auto","rear drive"
"mazda","cx-5",23100,2016,"with mileage",29899,"petrol",2,"black","auto","front-wheel drive"
"fiat","bravo",1000,1997,"with mileage",200000,"petrol",1.6,"red","mechanics","front-wheel drive"
"volvo","xc60",12900,2011,"with mileage",110,"petrol",2,"black","auto","front-wheel drive"
"bmw","5-seriya",13999,2011,"with mileage",165000,"petrol",2.5,"black","auto","rear drive"
"bmw","x6",24800,2011,"with mileage",225000,"diesel",4,"black","auto",""
"renault","kaptur",12600,2017,"with mileage",40000,"petrol",1.6,"white","mechanics","front-wheel drive"
"audi","100",1000,1986,"with mileage",55556,"diesel",1.6,"white","mechanics","front-wheel drive"
"opel","astra",2850,2002,"with mileage",230000,"diesel",1.7,"silver","mechanics","front-wheel drive"
"volvo","s80",13950,2011,"with mileage",145000,"petrol",3.2,"black","auto","all-wheel drive"
"skoda","octavia",14023,2014,"with mileage",83000,"petrol",1.6,"other","mechanics","front-wheel drive"
"mazda","6",3650,2003,"with mileage",315000,"petrol",2,"black","mechanics","front-wheel drive"
"hyundai","sonata",2000,1999,"with mileage",280000,"petrol",2,"blue","mechanics","front-wheel drive"
"chery","tiggo",4250,2009,"with mileage",150000,"petrol",1.8,"silver","mechanics","front-wheel drive"
"ford","fiesta",3550,2007,"with mileage",160000,"petrol",1.4,"gray","mechanics",""
"mitsubishi","asx",12500,2012,"with mileage",112170.998,"petrol",2,"black","auto","front-wheel drive"
"nissan","juke",10000,2011,"with mileage",102000,"petrol",1.6,"white","auto","front-wheel drive"
"lada-vaz","largus",7000,2014,"with mileage",15000,"petrol",1.6,"silver","mechanics","front-wheel drive"
"mazda","323f",2500,2001,"with mileage",300000,"petrol",1.6,"blue","mechanics","front-wheel drive"
"peugeot","807",6300,2004,"with mileage",360000,"diesel",2,"silver","mechanics","front-wheel drive"
"peugeot","406",2850,2000,"with mileage",253765,"petrol",1.8,"gray","mechanics","front-wheel drive"
"mazda","cx-7",8999,2009,"with mileage",162000,"petrol",2.3,"blue","auto","part-time four-wheel drive"
"ford","galaxy",5650,2001,"with mileage",349000,"diesel",1.9,"silver","mechanics","front-wheel drive"
"mercedes-benz","190-w201",1900,1986,"with mileage",405000,"diesel",2,"white","mechanics","rear drive"
"renault","espace",15250,2016,"with mileage",122000,"diesel",1.6,"brown","mechanics","front-wheel drive"
"mazda","6",5500,2007,"with mileage",389000,"petrol",2.3,"black","mechanics","front-wheel drive"
"skoda","fabia",3500,2005,"with mileage",122000,"petrol",1.2,"silver","mechanics","front-wheel drive"
"skoda","octavia",22790,2018,"with mileage",33800,"petrol",1.8,"gray","auto","front-wheel drive"
"hyundai","santa-fe",17500,2013,"with mileage",110000,"petrol",2.4,"brown","auto","all-wheel drive"
"nissan","almera",2900,2000,"with mileage",272000,"petrol",1.498,"red","mechanics","front-wheel drive"
"renault","kangoo",5000,1998,"with mileage",260000,"diesel",1.9,"yellow","mechanics","front-wheel drive"
"saab","9-5",3200,2002,"with mileage",217000,"petrol",2.3,"black","mechanics","front-wheel drive"
"ford","mondeo",15250,2016,"with mileage",81230,"petrol",2.5,"black","auto","front-wheel drive"
"peugeot","406",2200,1996,"with mileage",290000,"petrol",1.8,"silver","mechanics","front-wheel drive"
"suzuki","wagon-r",1300,1999,"with mileage",340000,"petrol",1.2,"green","mechanics","front-wheel drive"
"renault","scenic",4300,2002,"with mileage",319000,"petrol",2,"silver","mechanics",""
"mitsubishi","endeavor",7299,2004,"with mileage",260713.08,"petrol",3.8,"silver","auto","all-wheel drive"
"mercedes-benz","clk",3950,1998,"with mileage",400000,"petrol",2.3,"blue","auto","rear drive"
"citroen","xantia",1699,2000,"with mileage",390000,"diesel",2,"silver","mechanics","front-wheel drive"
"bmw","5-seriya",19000,2013,"with mileage",114000,"diesel",2,"black","auto","rear drive"
"bmw","7-seriya",18900,2009,"with mileage",220000,"diesel",3,"brown","auto","rear drive"
"mercedes-benz","s-klass",4600,2000,"with mileage",400000,"diesel",3.2,"blue","auto","rear drive"
"opel","corsa",6200,2011,"with mileage",221000,"petrol",1.4,"silver","auto",""
"hyundai","solaris",9700,2015,"with mileage",92000,"petrol",1.6,"white","auto","front-wheel drive"
"volkswagen","golf",4750,2004,"with mileage",310765,"diesel",2,"gray","mechanics","front-wheel drive"
"hyundai","santamo",1400,1998,"with mileage",230000,"petrol",2,"green","mechanics","front-wheel drive"
"renault","19",250,1992,"with mileage",10000,"petrol",1.8,"gray","mechanics","front-wheel drive"
"zaz","968",300,1979,"with mileage",27000,"petrol",1.2,"white","mechanics","rear drive"
"volkswagen","touran",7500,2007,"with mileage",264475,"diesel",2,"blue","auto","front-wheel drive"
"mercedes-benz","a-klass",12000,2013,"with mileage",113000,"petrol",1.6,"white","auto","front-wheel drive"
"peugeot","807",6500,2003,"with mileage",170000,"diesel",2.2,"blue","auto","front-wheel drive"
"hyundai","accent",8150,2013,"with mileage",83000,"petrol",1.4,"white","auto","front-wheel drive"
"uaz","452",3400,2008,"with mileage",99000,"petrol",2.8,"gray","mechanics","part-time four-wheel drive"
"audi","a6",5000,2000,"with mileage",333333,"diesel",2.5,"silver","mechanics","front-wheel drive"
"gaz","3110",951,1998,"with mileage",96872,"petrol",2.4,"black","mechanics","rear drive"
"fiat","tipo",700,1992,"with mileage",27000,"diesel",1.9,"red","mechanics","front-wheel drive"
"lada-vaz","2108",1300,1990,"with mileage",82000,"petrol",1.3,"white","mechanics","front-wheel drive"
"audi","80",1000,1987,"with mileage",350000,"petrol",1.8,"black","mechanics","front-wheel drive"
"citroen","xsara",3300,2001,"with mileage",350000,"diesel",2,"black","mechanics","front-wheel drive"
"renault","vel-satis",4300,2003,"with mileage",326000,"diesel",2.2,"gray","mechanics","front-wheel drive"
"volkswagen","bora",3300,1999,"with mileage",310000,"petrol",2,"green","mechanics","front-wheel drive"
"subaru","legacy",10750,2008,"with mileage",17000,"diesel",2,"silver","mechanics","all-wheel drive"
"fiat","stilo",3100,2004,"with mileage",220000,"diesel",1.9,"blue","mechanics","front-wheel drive"
"lada-vaz","2109",650,1990,"with mileage",200000,"petrol",1.3,"silver","mechanics","front-wheel drive"
"seat","ibiza",7000,2010,"with mileage",132000,"petrol",1.4,"red","auto","front-wheel drive"
"mitsubishi","outlander",22400,2018,"with mileage",28000,"petrol",2,"white","auto","front-wheel drive"
"kia","sportage",15500,2014,"with mileage",70000,"petrol",2,"orange","auto","all-wheel drive"
"chevrolet","tahoe",9000,2002,"with mileage",474.7553,"petrol",5.3,"black","auto","part-time four-wheel drive"
"skoda","octavia",7600,2011,"with mileage",147000,"petrol",1.8,"silver","mechanics","front-wheel drive"
"bmw","5-seriya",9800,2007,"with mileage",118,"petrol",2.997,"black","auto","rear drive"
"ford","escort",1300,1997,"with mileage",333,"diesel",1.8,"blue","mechanics","front-wheel drive"
"peugeot","307",4000,2002,"with mileage",287000,"petrol",1.6,"silver","auto","front-wheel drive"
"bmw","x6",13700,2008,"with mileage",165000,"petrol",4.4,"black","auto","all-wheel drive"
"renault","laguna",2000,1996,"with mileage",380000,"diesel",2.2,"black","mechanics","front-wheel drive"
"saab","9-3",2390,2001,"with mileage",435000,"diesel",2.2,"black","mechanics","front-wheel drive"
"skoda","octavia",10900,2014,"with mileage",176000,"petrol",1.8,"brown","mechanics",""
"mercedes-benz","e-klass",3327,1998,"with mileage",420000,"petrol",2.4,"blue","auto","rear drive"
"opel","astra",4500,2008,"with mileage",257000,"diesel",1.3,"blue","mechanics","front-wheel drive"
"audi","a6",5100,1996,"with mileage",426991,"diesel",2.499,"black","mechanics","all-wheel drive"
"toyota","rav4",9000,2006,"with mileage",257000,"petrol",2.4,"other","auto","front-wheel drive"
"bmw","x5",6950,2001,"with mileage",301000,"petrol",4.4,"white","auto","all-wheel drive"
"zaz","968",350,1980,"with mileage",80000,"petrol",1.1,"green","mechanics","rear drive"
"opel","zafira",12999,2013,"with mileage",160000,"diesel",1.6,"black","mechanics","front-wheel drive"
"toyota","iq",5700,2009,"with mileage",138000,"petrol",1,"white","mechanics","front-wheel drive"
"volkswagen","touareg",12950,2008,"with mileage",183000,"diesel",2.5,"black","auto",""
"seat","alhambra",6500,2001,"with mileage",299000,"diesel",1.9,"silver","mechanics","front-wheel drive"
"nissan","juke",8999,2011,"with mileage",129000,"petrol",1.6,"other","mechanics","front-wheel drive"
"ford","orion",450,1992,"for parts",200000,"petrol",2,"burgundy","mechanics","front-wheel drive"
"volkswagen","vento",1400,1997,"with mileage",22530.76,"petrol",2,"green","mechanics","front-wheel drive"
"infiniti","fx",9999,2007,"with mileage",190,"petrol",4.5,"black","auto","part-time four-wheel drive"
"bmw","5-seriya",22000,2012,"with mileage",235000,"diesel",3,"black","auto","all-wheel drive"
"subaru","legacy",2750,1994,"with mileage",494000,"petrol",2,"green","mechanics","all-wheel drive"
"mercedes-benz","190-w201",700,1989,"with mileage",300000,"petrol",2,"white","auto","rear drive"
"mazda","6",5450,2006,"with mileage",227000,"petrol",1.8,"purple","mechanics","front-wheel drive"
"bmw","5-seriya",5600,1998,"with mileage",300000,"petrol",3.5,"black","auto","rear drive"
"mazda","121",1200,1992,"with mileage",270000,"petrol",1.3,"green","mechanics","front-wheel drive"
"citroen","xsara",3100,2005,"with mileage",207000,"diesel",1.4,"silver","mechanics","front-wheel drive"
"nissan","leaf",15649,2016,"with mileage",15321,"electrocar",NA,"other","auto","front-wheel drive"
"citroen","c5",8350,2009,"with mileage",234000,"diesel",1.6,"black","mechanics","front-wheel drive"
"volkswagen","golf",1400,1991,"with mileage",229000,"petrol",1.3,"other","mechanics","front-wheel drive"
"mazda","cx-7",6100,2006,"with mileage",150000,"petrol",2.3,"burgundy","auto","front-wheel drive"
"citroen","xsara",2490,2000,"with mileage",268500,"petrol",1.6,"blue","mechanics","front-wheel drive"
"volkswagen","transporter",6250,2000,"with mileage",409000,"diesel",1.9,"white","mechanics","front-wheel drive"
"peugeot","207",5150,2009,"with mileage",183000,"petrol",1.4,"white","mechanics","front-wheel drive"
"audi","q5",17600,2012,"with mileage",133000,"diesel",1.968,"brown","auto","all-wheel drive"
"volkswagen","transporter",11000,2006,"with mileage",330000,"diesel",2.5,"silver","mechanics","front-wheel drive"
"acura","tl",20222,2012,"with mileage",14000,"petrol",3.5,"black","auto","front-wheel drive"
"mazda","6",7600,2010,"with mileage",160000,"petrol",1.8,"gray","mechanics","front-wheel drive"
"ford","galaxy",12100,2009,"with mileage",121000,"petrol",2.3,"gray","auto","front-wheel drive"
"opel","vectra",2400,2001,"with mileage",20000,"diesel",2.2,"silver","mechanics","front-wheel drive"
"peugeot","207",5150,2008,"with mileage",151000,"petrol",1.4,"red","mechanics","front-wheel drive"
"peugeot","307",3750,2001,"with mileage",293000,"diesel",2,"green","mechanics","front-wheel drive"
"hyundai","santa-fe",16940,2014,"with mileage",89000,"petrol",2.4,"white","auto","part-time four-wheel drive"
"volkswagen","golf-plus",5500,2008,"with mileage",138000,"petrol",1.4,"blue","auto","front-wheel drive"
"volvo","xc60",32000,2017,"with mileage",98000,"diesel",2.4,"brown","auto","part-time four-wheel drive"
"toyota","picnic",4200,1999,"with mileage",410000,"diesel",2.2,"silver","mechanics","front-wheel drive"
"ford","mondeo",950,1993,"with mileage",50000,"petrol",1.6,"gray","mechanics","front-wheel drive"
"lancia","zeta",3000,1997,"with mileage",350000,"petrol",2,"blue","mechanics","front-wheel drive"
"datsun","on-do",5200,2015,"with mileage",52000,"petrol",1.6,"black","mechanics","front-wheel drive"
"izh","2715",500,1992,"with mileage",479000,"petrol",1.5,"other","mechanics","rear drive"
"peugeot","607",6550,2005,"with mileage",264000,"diesel",2.7,"gray","auto","front-wheel drive"
"hyundai","lantra",1200,1995,"with mileage",250000,"petrol",1.6,"green","mechanics","front-wheel drive"
"toyota","carina-e",2000,1995,"with mileage",478800,"diesel",2,"brown","mechanics","front-wheel drive"
"citroen","xsara-picasso",3500,2002,"with mileage",235000,"petrol",1.8,"other","mechanics","front-wheel drive"
"toyota","camry",13800,2012,"with mileage",133575.22,"petrol",2.5,"red","auto","front-wheel drive"
"volkswagen","passat",6000,2006,"with mileage",250000,"petrol",1.6,"gray","mechanics","front-wheel drive"
"volkswagen","polo",1150,1996,"with mileage",1300,"petrol",1.6,"burgundy","mechanics","front-wheel drive"
"bmw","5-seriya",3700,1998,"with mileage",390000,"diesel",2.5,"silver","mechanics","rear drive"
"bmw","7-seriya",18063,2008,"with mileage",150000,"diesel",3,"black","auto","rear drive"
"audi","80",2300,1991,"with mileage",306000,"petrol",1.8,"other","mechanics","front-wheel drive"
"ford","fusion-usa",12500,2014,"with mileage",52000,"petrol",1.5,"white","auto","front-wheel drive"
"opel","corsa",2200,2000,"with mileage",220000,"petrol",1,"red","mechanics",""
"opel","omega",903,1988,"with mileage",310000,"petrol",2,"gray","mechanics","rear drive"
"citroen","xantia",2350,2000,"with mileage",200000,"diesel",1.9,"silver","mechanics","front-wheel drive"
"volkswagen","polo-sedan",6990,2011,"with mileage",77600,"petrol",1.6,"gray","auto","front-wheel drive"
"audi","100",2700,1993,"with mileage",300000,"petrol",2.6,"white","mechanics","front-wheel drive"
"infiniti","q50",23000,2014,"with mileage",38700,"petrol",2,"white","auto","rear drive"
"audi","s5",16000,2008,"with mileage",107000,"petrol",4.2,"black","mechanics","all-wheel drive"
"volkswagen","tiguan",17541,2015,"with mileage",83000,"petrol",2,"red","auto","all-wheel drive"
"bmw","5-seriya",4500,1998,"with mileage",440000,"petrol",2.5,"blue","mechanics","rear drive"
"mazda","6",15499,2014,"with mileage",139000,"petrol",2.5,"white","auto","front-wheel drive"
"citroen","evasion",5000,2000,"with mileage",317000,"petrol",2,"gray","mechanics","front-wheel drive"
"audi","a4",18450,2016,"with mileage",178000,"diesel",2,"gray","mechanics","front-wheel drive"
"nissan","altima",8450,2007,"with mileage",177027.4,"petrol",3.5,"white","auto","front-wheel drive"
"audi","a4",9800,2011,"with mileage",220000,"petrol",1.8,"white","auto","front-wheel drive"
"mercedes-benz","e-klass",450,1983,"with mileage",407000,"diesel",2.4,"green","mechanics","rear drive"
"skoda","fabia",5200,2010,"with mileage",180000,"petrol",1.2,"white","mechanics","front-wheel drive"
"opel","vectra",1750,1996,"with mileage",255000,"petrol",1.8,"purple","mechanics","front-wheel drive"
"mazda","xedos-9",700,1996,"with damage",410000,"petrol",2,"blue","mechanics","front-wheel drive"
"ssangyong","actyon",10100,2012,"with mileage",72156,"petrol",2,"gray","mechanics","part-time four-wheel drive"
"skoda","fabia",5750,2012,"with mileage",178000,"diesel",1.2,"silver","mechanics","front-wheel drive"
"nissan","qashqai",9300,2010,"with mileage",210000,"petrol",1.6,"silver","mechanics","front-wheel drive"
"renault","laguna",1800,1994,"with mileage",350000,"petrol",1.8,"red","mechanics","front-wheel drive"
"peugeot","306",2000,1998,"with mileage",220000,"petrol",1.6,"red","mechanics","front-wheel drive"
"volkswagen","passat",2000,1995,"with mileage",365000,"diesel",1.9,"green","mechanics","front-wheel drive"
"opel","insignia",14950,2013,"with mileage",163500,"petrol",2,"black","auto","all-wheel drive"
"fiat","punto",2450,2001,"with mileage",100000,"petrol",1.2,"silver","mechanics","front-wheel drive"
"citroen","c3",2700,2003,"with mileage",150000,"petrol",1.6,"blue","auto","front-wheel drive"
"honda","cr-z",9500,2010,"with mileage",86000,"petrol",1.5,"red","mechanics","front-wheel drive"
"honda","civic",14250,2015,"with mileage",53000,"petrol",1.5,"white","auto","front-wheel drive"
"mitsubishi","pajero",8000,2002,"with mileage",245740,"diesel",3.4,"silver","auto","part-time four-wheel drive"
"mitsubishi","outlander",14200,2013,"with mileage",118000,"petrol",2,"gray","auto","front-wheel drive"
"bmw","x5",19500,2009,"with mileage",145000,"diesel",3,"silver","auto","all-wheel drive"
"nissan","primera",4800,2006,"with mileage",285000,"petrol",2,"brown","mechanics","front-wheel drive"
"mercedes-benz","e-klass",2499,1997,"with mileage",450000,"diesel",2.2,"green","auto","rear drive"
