"make","model","price.usd","year","condition","mileage.km","fuel","volume.l","color","transmission","drive"
"audi","a4",2900,1999,"with mileage",360000,"diesel",2.5,"purple","mechanics","front-wheel drive"
"skoda","superb",12900,2014,"with mileage",171000,"petrol",1.8,"black","mechanics","all-wheel drive"
"renault","laguna",3800,2002,"with mileage",247000,"petrol",1.8,"white","mechanics","front-wheel drive"
"mitsubishi","pajero",7500,2000,"with mileage",2500000,"diesel",3.2,"silver","mechanics","part-time four-wheel drive"
"audi","a4",11000,2008,"with mileage",230000,"diesel",2,"black","mechanics","front-wheel drive"
"audi","a6",10550,2009,"with mileage",189000,"petrol",2,"black","auto","front-wheel drive"
"volkswagen","passat",1300,1991,"with mileage",245543,"petrol",1.8,"white","mechanics","front-wheel drive"
"volkswagen","passat",7000,2006,"with mileage",250000,"diesel",2,"gray","auto","front-wheel drive"
"subaru","forester",5500,2003,"with mileage",400000,"petrol",2,"black","mechanics","all-wheel drive"
"fiat","brava",2000,2000,"with mileage",272000,"petrol",1.6,"gray","mechanics","front-wheel drive"
"volkswagen","tiguan",10250,2011,"with mileage",136520,"petrol",1.4,"white","mechanics","front-wheel drive"
"lada-vaz","largus",7700,2018,"with mileage",77000,"petrol",1.6,"gray","mechanics","front-wheel drive"
"audi","a4",5950,2006,"with mileage",267500,"petrol",2,"red","auto",""
"audi","80",999,1989,"with mileage",333666,"petrol",1.8,"blue","mechanics","front-wheel drive"
"kia","ceed",10800,2014,"with mileage",116000,"petrol",1.6,"white","mechanics","front-wheel drive"
"peugeot","406",2250,1997,"with mileage",246,"petrol",1.8,"silver","mechanics",""
"fiat","panda",3850,2008,"with mileage",188000,"diesel",1.3,"red","mechanics","front-wheel drive"
"volkswagen","passat",450,1986,"with mileage",600000,"petrol",2,"red","mechanics","front-wheel drive"
"bmw","5-seriya",8500,2003,"with mileage",280,"diesel",2.5,"black","mechanics","rear drive"
"hyundai","terracan",7400,2002,"with mileage",208000,"diesel",2.9,"black","mechanics","part-time four-wheel drive"
"bmw","5-seriya",27993,2011,"with mileage",142000,"diesel",3.5,"black","auto","rear drive"
"volkswagen","tiguan",12299,2011,"with mileage",143000,"petrol",2,"white","auto","part-time four-wheel drive"
"volkswagen","passat",7500,2008,"with mileage",270000,"petrol",1.8,"gray","auto","front-wheel drive"
"hyundai","trajet",6000,2004,"with mileage",211000,"diesel",2,"black","auto","front-wheel drive"
"audi","a4",4000,2000,"with mileage",300000,"petrol",1.8,"silver","auto","all-wheel drive"
"ford","mondeo",900,1996,"with mileage",300000,"petrol",1.8,"blue","mechanics","front-wheel drive"
"toyota","corolla",6900,2008,"with mileage",162000,"petrol",1.6,"blue","mechanics","front-wheel drive"
"peugeot","407",4500,2004,"with mileage",360000,"diesel",1.6,"black","mechanics","front-wheel drive"
"opel","omega",3500,2001,"with mileage",406000,"diesel",2.2,"black","mechanics","rear drive"
"mercedes-benz","c-klass",16590,2015,"with mileage",196000,"diesel",1.6,"silver","mechanics","rear drive"
"volkswagen","golf",1000,1994,"with mileage",444500,"petrol",1.8,"gray","mechanics","front-wheel drive"
"volkswagen","touran",6200,2006,"with mileage",380000,"diesel",2,"silver","mechanics","front-wheel drive"
"mercedes-benz","mb",1200,1992,"with mileage",222,"diesel",2.4,"white","mechanics","front-wheel drive"
"volkswagen","transporter",8000,2002,"with mileage",250,"diesel",2.5,"white","mechanics","front-wheel drive"
"audi","q5",20500,2013,"with mileage",87000,"petrol",2,"white","auto","all-wheel drive"
"mazda","323f",1900,2001,"with mileage",370000,"petrol",1.5,"silver","mechanics","front-wheel drive"
"mazda","rx-8",11000,2004,"with mileage",166140,"petrol",1.308,"red","mechanics","rear drive"
"audi","a4",2950,1998,"with mileage",270000,"petrol",2.8,"silver","mechanics","front-wheel drive"
"bmw","7-seriya",6500,2002,"with mileage",240000,"petrol",4.4,"black","auto","rear drive"
"volkswagen","golf",2950,1997,"with mileage",272000,"petrol",1.8,"blue","mechanics","front-wheel drive"
"citroen","xantia",1000,1997,"with mileage",282000,"petrol",2,"green","mechanics","front-wheel drive"
"fiat","punto",1700,1999,"with mileage",257609,"petrol",1.2,"red","mechanics","front-wheel drive"
"opel","vectra",5000,2002,"with mileage",397000,"diesel",2,"silver","mechanics","front-wheel drive"
"bmw","x5",12000,2008,"with mileage",199000,"petrol",3,"gray","auto","all-wheel drive"
"ford","granada",1500,1979,"with mileage",71000,"petrol",2.3,"blue","mechanics","rear drive"
"mazda","6",4200,2004,"with mileage",231000,"petrol",2.4,"burgundy","auto","front-wheel drive"
"volkswagen","golf-plus",5800,2008,"with mileage",250000,"petrol",1.6,"blue","mechanics","front-wheel drive"
"opel","meriva",6300,2009,"with mileage",160000,"petrol",1.39,"black","mechanics","front-wheel drive"
"peugeot","806",3000,1999,"with mileage",411000,"petrol",2,"green","mechanics","front-wheel drive"
"mercedes-benz","e-klass",11700,2007,"with mileage",253000,"diesel",3,"black","auto","rear drive"
"audi","a4",4000,1997,"with mileage",400000,"diesel",1.9,"silver","mechanics","front-wheel drive"
"renault","laguna",2000,1996,"with mileage",283000,"petrol",1.8,"green","mechanics","front-wheel drive"
"volkswagen","touareg",27000,2014,"with mileage",89800,"petrol",3.6,"black","auto","all-wheel drive"
"nissan","x-trail",6893,2006,"with mileage",320000,"petrol",2,"silver","auto","part-time four-wheel drive"
"volkswagen","passat",3950,1998,"with mileage",455300,"diesel",2.5,"gray","mechanics","front-wheel drive"
"audi","a4",5500,2001,"with mileage",306000,"petrol",2,"silver","auto","front-wheel drive"
"opel","vectra",3700,2001,"with mileage",115000,"petrol",1.8,"burgundy","auto","front-wheel drive"
"renault","clio",9700,2016,"with mileage",155000,"diesel",1.5,"black","mechanics","front-wheel drive"
"renault","safrane",1700,1998,"with mileage",452455,"petrol",2,"green","mechanics","front-wheel drive"
"opel","insignia",10500,2010,"with mileage",165000,"diesel",2,"black","auto","front-wheel drive"
"renault","scenic",4200,2004,"with mileage",235000,"diesel",1.5,"blue","mechanics","front-wheel drive"
"volkswagen","passat",2900,1998,"with mileage",600,"diesel",1.9,"green","mechanics","front-wheel drive"
"great-wall","hover-h3",6700,2011,"with mileage",83000,"petrol",2,"silver","mechanics","part-time four-wheel drive"
"skoda","yeti",10700,2013,"with mileage",168000,"petrol",1.8,"white","auto","all-wheel drive"
"volvo","xc70",12300,2010,"with mileage",123000,"diesel",2.4,"black","auto","front-wheel drive"
"kia","rio",10500,2015,"with mileage",31000,"petrol",1.6,"black","auto","front-wheel drive"
"toyota","corolla",8000,2008,"with mileage",198000,"petrol",1.6,"red","mechanics","front-wheel drive"
"renault","19",1200,1993,"with mileage",34000,"diesel",1.9,"gray","mechanics",""
"honda","accord",3327,2000,"with mileage",292000,"petrol",2,"gray","mechanics","front-wheel drive"
"toyota","land-cruiser-prado",28500,2013,"with mileage",218000,"diesel",3,"black","auto","part-time four-wheel drive"
"mazda","6",16000,2013,"with mileage",100000,"petrol",2,"brown","auto","front-wheel drive"
"peugeot","406",3550,2001,"with mileage",287500,"petrol",2,"blue","mechanics","front-wheel drive"
"bmw","3-seriya",3000,1995,"with mileage",380000,"petrol",1.6,"green","mechanics","rear drive"
"gaz","24",2200,1988,"with mileage",40000,"petrol",2.4,"white","mechanics","rear drive"
"volkswagen","transporter",7000,1999,"with mileage",370000,"diesel",1.9,"red","mechanics","front-wheel drive"
"ford","escort",400,1988,"with mileage",1700,"petrol",1.3,"red","mechanics","front-wheel drive"
"volvo","s60",5500,2016,"with damage",28000,"petrol",2,"white","auto","front-wheel drive"
"bmw","x1",10850,2012,"with mileage",160000,"petrol",2,"blue","auto","rear drive"
"audi","a3",16000,2013,"with mileage",100000,"petrol",1.4,"white","auto","front-wheel drive"
"geely","atlas",16800,2018,"with mileage",26000,"petrol",2,"silver","mechanics","front-wheel drive"
"mazda","3",6132,2008,"with mileage",122000,"petrol",1.6,"gray","mechanics","front-wheel drive"
"audi","a3",8950,2011,"with mileage",267705,"petrol",1.8,"black","auto","front-wheel drive"
"land-rover","range-rover",8999,2003,"with mileage",380000,"diesel",3,"silver","auto","all-wheel drive"
"renault","scenic",3650,2001,"with mileage",390000,"diesel",1.9,"blue","mechanics",""
"mazda","millenia",3300,2001,"with mileage",222088.92,"petrol",2.5,"black","auto","front-wheel drive"
"volvo","s80",3800,2001,"with mileage",420000,"petrol",2.4,"other","auto","front-wheel drive"
"ford","mondeo",3700,2003,"with mileage",234000,"petrol",1.8,"black","mechanics","front-wheel drive"
"mercedes-benz","cls",11000,2006,"with mileage",199000,"petrol",3.5,"burgundy","auto","rear drive"
"isuzu","trooper",6900,2001,"with mileage",200000,"diesel",3,"black","auto","part-time four-wheel drive"
"volvo","s80",4900,1999,"with mileage",408100,"petrol",2.4,"blue","mechanics","front-wheel drive"
"daewoo","nubira",1800,1999,"with mileage",385675,"petrol",1.6,"silver","mechanics","front-wheel drive"
"hyundai","accent",7950,2014,"with mileage",70000,"petrol",1.6,"brown","mechanics","front-wheel drive"
"renault","laguna",700,1996,"with mileage",110000,"petrol",3,"green","mechanics","front-wheel drive"
"opel","vectra",3200,2001,"with mileage",390000,"diesel",2.2,"green","mechanics","front-wheel drive"
"volkswagen","touareg",7000,2003,"with mileage",334000,"petrol",4.2,"other","auto","all-wheel drive"
"mitsubishi","colt",3800,2006,"with mileage",93000,"petrol",1.3,"gray","mechanics","front-wheel drive"
"citroen","berlingo",3500,2009,"with mileage",327000,"diesel",1.6,"white","mechanics","front-wheel drive"
"chrysler","neon",1200,1997,"with mileage",265000,"petrol",2,"gray","mechanics","front-wheel drive"
"skoda","fabia",3450,2005,"with mileage",197000,"petrol",1.2,"blue","mechanics","front-wheel drive"
"audi","a6",2600,1997,"with mileage",350000,"petrol",1.8,"silver","auto","front-wheel drive"
"mitsubishi","delica",1500,2000,"with mileage",385000,"diesel",2.5,"white","mechanics","rear drive"
"peugeot","407",5500,2007,"with mileage",300000,"diesel",1.6,"black","mechanics","front-wheel drive"
"toyota","avensis",7600,2007,"with mileage",234000,"petrol",2,"silver","mechanics","front-wheel drive"
"audi","a6",5800,2003,"with mileage",430000,"petrol",3,"blue","auto","all-wheel drive"
"volkswagen","passat",7850,2009,"with mileage",217000,"petrol",1.8,"black","auto","front-wheel drive"
"ford","mondeo",475,1996,"for parts",390,"diesel",1.8,"blue","mechanics","front-wheel drive"
"peugeot","307",4950,2007,"with mileage",220000,"petrol",1.6,"burgundy","mechanics","front-wheel drive"
"opel","vectra",800,1997,"with damage",340000,"petrol",2,"silver","mechanics","front-wheel drive"
"audi","100",500,1990,"with damage",600000,"petrol",1.8,"other","mechanics","front-wheel drive"
"peugeot","5008",9200,2010,"with mileage",145000,"petrol",1.6,"other","auto","front-wheel drive"
"citroen","xsara",3750,2003,"with mileage",196000,"petrol",1.4,"silver","mechanics","front-wheel drive"
"mitsubishi","carisma",2600,2002,"with mileage",297000,"petrol",1.8,"brown","mechanics","front-wheel drive"
"volkswagen","golf",1200,1990,"with mileage",777,"petrol",1.3,"blue","mechanics","front-wheel drive"
"peugeot","308",8000,2011,"with mileage",145000,"petrol",1.6,"white","auto","front-wheel drive"
"volvo","460",1600,1990,"with mileage",277000,"petrol",1.7,"white","mechanics","front-wheel drive"
"audi","q5",16000,2010,"with mileage",253522.54888,"petrol",3.2,"black","auto","all-wheel drive"
"volkswagen","golf-plus",6800,2009,"with mileage",198000,"petrol",1.4,"blue","auto","front-wheel drive"
"citroen","c5",3900,2001,"with mileage",300000,"diesel",2.2,"other","mechanics","front-wheel drive"
"luaz","969",650,1987,"with mileage",111111,"petrol",1.2,"green","mechanics","part-time four-wheel drive"
"bmw","5-seriya",5800,2002,"with mileage",165000,"diesel",3,"silver","auto","rear drive"
"daewoo","espero",1100,1996,"with mileage",316000,"petrol",1.8,"other","mechanics","front-wheel drive"
"toyota","yaris",9000,2016,"with mileage",44000,"petrol",1,"silver","mechanics","front-wheel drive"
"opel","vectra",4700,2003,"with mileage",250000,"diesel",2.2,"silver","mechanics",""
"volvo","v40",3000,2000,"with mileage",237000,"petrol",1.6,"yellow","mechanics","front-wheel drive"
"nissan","pixo",4100,2009,"with mileage",74000,"petrol",1,"silver","mechanics","front-wheel drive"
"gaz","3110",1000,2000,"with mileage",370000,"petrol",2.4,"white","mechanics",""
"bmw","7-seriya",5500,2000,"with mileage",368000,"petrol",4.4,"black","auto","rear drive"
"hyundai","tucson",23300,2017,"with mileage",38500,"petrol",2,"gray","auto","all-wheel drive"
"lada-vaz","2106",665,1988,"with mileage",319000,"petrol",1.6,"white","mechanics","rear drive"
"ford","scorpio",400,1990,"for parts",250000,"diesel",2.5,"blue","mechanics","rear drive"
"chevrolet","cavalier",2000,2001,"with mileage",209214.2,"petrol",2.4,"silver","auto","front-wheel drive"
"mercedes-benz","e-klass",20450,2013,"with mileage",155137,"petrol",2,"white","auto","rear drive"
"seat","alhambra",5300,2001,"with mileage",389000,"diesel",1.9,"silver","mechanics","front-wheel drive"
"hyundai","galloper",5200,1998,"with mileage",260000,"diesel",2.5,"silver","mechanics","part-time four-wheel drive"
"nissan","x-trail",6350,2004,"with mileage",360000,"diesel",2.2,"blue","mechanics","part-time four-wheel drive"
"volvo","s60",6500,2005,"with mileage",235000,"petrol",2.4,"black","auto","front-wheel drive"
"ford","galaxy",9300,2008,"with mileage",275000,"diesel",1.8,"gray","mechanics","front-wheel drive"
"nissan","x-trail",18550,2015,"with mileage",175000,"diesel",1.6,"black","mechanics","part-time four-wheel drive"
"seat","leon",6300,2008,"with mileage",220000,"petrol",1.4,"silver","mechanics","front-wheel drive"
"renault","safrane",2650,2000,"with mileage",237000,"diesel",2.2,"silver","mechanics","front-wheel drive"
"volkswagen","passat",7950,2009,"with mileage",261000,"petrol",1.4,"silver","auto","front-wheel drive"
"saab","9-3",5500,2004,"with mileage",300000,"diesel",2.2,"blue","mechanics","front-wheel drive"
"audi","a4",5550,2001,"with mileage",330000,"petrol",2,"silver","mechanics","front-wheel drive"
"bmw","x1",23750,2016,"with mileage",108000,"diesel",2,"white","auto","part-time four-wheel drive"
"volkswagen","transporter",7550,1998,"with mileage",403000,"diesel",2.5,"white","mechanics","front-wheel drive"
"skoda","octavia",11900,2015,"with mileage",206000,"diesel",1.6,"silver","mechanics","front-wheel drive"
"hyundai","santa-fe",4700,2004,"with mileage",225000,"petrol",2.4,"blue","auto","front-wheel drive"
"opel","omega",300,1988,"with mileage",400000,"petrol",1.8,"blue","mechanics","rear drive"
"renault","megane",6400,2010,"with mileage",253000,"diesel",1.5,"white","mechanics","front-wheel drive"
"volkswagen","passat",998,1991,"with mileage",500000,"diesel",1.9,"blue","mechanics","front-wheel drive"
"bmw","7-seriya",5200,1998,"with mileage",360000,"diesel",2.5,"blue","auto","rear drive"
"opel","vectra",750,1992,"with mileage",316000,"petrol",1.6,"purple","mechanics","front-wheel drive"
"mercedes-benz","g-klass-amg",35000,2005,"with mileage",174000,"petrol",5.5,"black","auto","all-wheel drive"
"ford","c-max",4000,2003,"with mileage",270000,"petrol",1.8,"silver","mechanics","front-wheel drive"
"mercedes-benz","e-klass",1500,1987,"with mileage",500000,"diesel",2,"burgundy","mechanics","rear drive"
"mazda","6",5400,2006,"with mileage",170000,"petrol",2,"green","mechanics","front-wheel drive"
"nissan","almera",2600,2000,"with mileage",360000,"diesel",2.2,"silver","mechanics","front-wheel drive"
"peugeot","607",4000,2001,"with mileage",400000,"petrol",3,"black","mechanics","front-wheel drive"
"peugeot","106",500,1994,"with mileage",260000,"petrol",1.1,"green","mechanics","front-wheel drive"
"land-rover","freelander",11000,2008,"with mileage",238000,"diesel",2.2,"black","auto","all-wheel drive"
"peugeot","106",1600,1998,"with mileage",239450,"petrol",1.1,"red","mechanics","front-wheel drive"
"hyundai","accent",9400,2015,"with mileage",57400,"petrol",1.6,"brown","mechanics","front-wheel drive"
"opel","omega",3100,1999,"with mileage",515000,"diesel",2,"blue","mechanics","rear drive"
"chrysler","voyager",7500,2005,"with mileage",318000,"diesel",2.5,"silver","mechanics","front-wheel drive"
"audi","a8",35500,2015,"with mileage",102000,"petrol",3,"black","auto","all-wheel drive"
"seat","ibiza",1474,1998,"with mileage",219000,"petrol",1.4,"red","mechanics","front-wheel drive"
"volkswagen","passat",850,1991,"with mileage",400000,"petrol",2,"white","mechanics","front-wheel drive"
"audi","a3",5950,2003,"with mileage",320000,"diesel",2,"other","mechanics","front-wheel drive"
"peugeot","308",11550,2016,"with mileage",143750,"diesel",1.6,"silver","auto","front-wheel drive"
"audi","100",1150,1986,"with mileage",477000,"petrol",1.8,"white","mechanics","front-wheel drive"
"volkswagen","sharan",5999,2002,"with mileage",300000,"diesel",1.9,"black","mechanics",""
"renault","laguna",700,1994,"with mileage",250000,"petrol",2,"blue","mechanics","front-wheel drive"
"audi","v8",1700,1991,"with mileage",330000,"petrol",3.6,"gray","auto","all-wheel drive"
"hyundai","h-1-starex",11000,2009,"with mileage",315000,"diesel",2.5,"black","auto","rear drive"
"toyota","rav4",7000,2002,"with mileage",270000,"diesel",2,"silver","mechanics","all-wheel drive"
"volkswagen","passat",5300,2004,"with mileage",389000,"diesel",1.9,"silver","auto","front-wheel drive"
"fiat","marea",713,1997,"with mileage",320000,"petrol",1.6,"burgundy","mechanics","front-wheel drive"
"citroen","c3",4600,2007,"with mileage",147700,"petrol",1.6,"blue","mechanics","front-wheel drive"
"renault","duster",9000,2014,"with mileage",84000,"petrol",2,"brown","auto","part-time four-wheel drive"
"fiat","tipo",400,1991,"with mileage",330,"petrol",1.4,"blue","mechanics","front-wheel drive"
"opel","omega",1100,1995,"with mileage",200000,"petrol",2,"silver","mechanics","rear drive"
"renault","trafic",10999,2008,"with mileage",750000,"diesel",1.995,"white","mechanics","front-wheel drive"
"ford","escort",1300,1994,"with mileage",300000,"petrol",1.4,"blue","mechanics","front-wheel drive"
"subaru","legacy",1900,1995,"with mileage",330000,"petrol",2.212,"blue","mechanics","all-wheel drive"
"seat","ibiza",7200,2011,"with mileage",190000,"diesel",1.2,"black","mechanics","front-wheel drive"
"audi","80",1550,1987,"with mileage",410,"petrol",1.8,"blue","mechanics","front-wheel drive"
"seat","altea",7850,2009,"with mileage",119000,"petrol",1.4,"white","mechanics","front-wheel drive"
"land-rover","range-rover",47000,2013,"with mileage",110000,"diesel",4.4,"black","auto","part-time four-wheel drive"
"volkswagen","passat",8000,2008,"with mileage",280000,"diesel",2,"gray","auto","front-wheel drive"
"mazda","323f",1500,1998,"with mileage",474000,"petrol",1.5,"blue","mechanics","front-wheel drive"
"mitsubishi","galant",548,1994,"with mileage",345669,"diesel",2,"burgundy","mechanics",""
"mitsubishi","pajero",11800,2006,"with mileage",270000,"diesel",3.2,"silver","auto","part-time four-wheel drive"
"kia","rio",4100,2006,"with mileage",358000,"petrol",1.6,"other","mechanics","front-wheel drive"
"bmw","7-seriya",8900,2006,"with mileage",236000,"petrol",4.8,"black","auto","rear drive"
"bmw","5-seriya",7350,2002,"with mileage",295000,"diesel",3,"silver","auto","rear drive"
"renault","laguna",2200,1999,"with mileage",330000,"petrol",1.6,"other","mechanics","front-wheel drive"
"hyundai","solaris",9499,2016,"with mileage",52500,"petrol",1.6,"gray","mechanics","front-wheel drive"
"ford","mondeo",300,1993,"with mileage",400000,"petrol",1.6,"black","mechanics","front-wheel drive"
"ford","tourneo-custom",22500,2015,"with mileage",111000,"diesel",2.2,"black","mechanics","front-wheel drive"
"toyota","prius",18900,2015,"with mileage",50000,"petrol",1.8,"black","auto","front-wheel drive"
"volkswagen","sharan",5550,2001,"with mileage",330000,"diesel",1.9,"blue","mechanics","front-wheel drive"
"peugeot","607",3000,2000,"with mileage",400000,"diesel",2.2,"blue","auto","front-wheel drive"
"volkswagen","touareg",7200,2003,"with mileage",220000,"petrol",3.2,"black","auto","all-wheel drive"
"seat","alhambra",5000,2003,"with mileage",280000,"diesel",1.9,"blue","mechanics","front-wheel drive"
"toyota","corolla",6500,2008,"with mileage",280000,"petrol",1.6,"silver","auto","front-wheel drive"
"volkswagen","jetta",500,1989,"with mileage",500000,"petrol",1.8,"red","mechanics","front-wheel drive"
"peugeot","307",4600,2005,"with mileage",380000,"diesel",1.56,"gray","mechanics","front-wheel drive"
"volkswagen","jetta",856,1987,"with mileage",44445,"petrol",1.6,"gray","mechanics","front-wheel drive"
"honda","cr-v",6800,2003,"with mileage",190000,"petrol",2,"brown","auto","part-time four-wheel drive"
"opel","astra",7300,2010,"with mileage",173000,"petrol",1.6,"blue","mechanics","front-wheel drive"
"volkswagen","caravelle",12000,2005,"with mileage",230000,"diesel",1.9,"blue","mechanics","front-wheel drive"
"peugeot","3008",8900,2010,"with mileage",98000,"petrol",1.6,"gray","mechanics","front-wheel drive"
"volkswagen","golf",3500,1998,"with mileage",1111111,"petrol",1.6,"other","mechanics","front-wheel drive"
"mazda","6",10200,2010,"with mileage",145000,"petrol",2,"brown","auto","front-wheel drive"
"suzuki","baleno",2050,2001,"with mileage",260000,"diesel",1.9,"green","mechanics","front-wheel drive"
"opel","zafira",4800,2003,"with mileage",267000,"diesel",2,"silver","mechanics","front-wheel drive"
"audi","a3",13000,2013,"with mileage",84863,"petrol",1.4,"white","auto","front-wheel drive"
"audi","a6",9500,2008,"with mileage",205500,"diesel",2,"gray","auto","front-wheel drive"
"mazda","626",3200,2001,"with mileage",360000,"petrol",2,"black","mechanics","front-wheel drive"
"mitsubishi","outlander",10800,2008,"with mileage",180000,"petrol",3,"black","auto","all-wheel drive"
"bmw","3-seriya",4000,2001,"with mileage",240000,"petrol",2.5,"black","mechanics","rear drive"
"mazda","cx-7",8500,2010,"with mileage",113000,"petrol",2.3,"burgundy","auto","all-wheel drive"
"chevrolet","aveo",4900,2011,"with mileage",154000,"petrol",1.2,"black","mechanics","front-wheel drive"
"volkswagen","touareg",10299,2007,"with mileage",270000,"diesel",2.5,"black","auto","all-wheel drive"
"skoda","rapid",13300,2018,"with mileage",70,"petrol",1.4,"black","auto","front-wheel drive"
"lada-vaz","2106",570,1977,"with mileage",0,"petrol",1.5,"white","mechanics","rear drive"
"opel","vectra",3370,2000,"with mileage",250000,"petrol",1.8,"silver","mechanics","front-wheel drive"
"mercedes-benz","clk",3650,1999,"with mileage",315000,"petrol",2,"green","mechanics","rear drive"
"audi","a6",16999,2012,"with mileage",109000,"petrol",2,"brown","auto","front-wheel drive"
"mercedes-benz","e-klass",3500,1998,"with mileage",400000,"diesel",2.9,"blue","mechanics","rear drive"
"opel","vectra",618,1992,"with mileage",55555,"petrol",2,"black","mechanics","front-wheel drive"
"toyota","camry",9500,2007,"with mileage",195000,"petrol",2.4,"black","mechanics","front-wheel drive"
"audi","100",1500,1986,"with mileage",300000,"diesel",2.5,"red","mechanics","front-wheel drive"
"lexus","gs",23490,2013,"with mileage",105000,"petrol",2.5,"black","auto","rear drive"
"volvo","v70",10900,2010,"with mileage",212000,"diesel",1.6,"gray","mechanics","front-wheel drive"
"bmw","3-seriya",5200,2004,"with mileage",250,"petrol",2.2,"gray","auto","rear drive"
"ford","galaxy",3500,1996,"with mileage",366,"diesel",1.9,"yellow","mechanics","front-wheel drive"
"mercedes-benz","190-w201",2300,1985,"with mileage",370623,"petrol",2,"blue","mechanics","rear drive"
"ford","mustang",19500,2011,"with mileage",94000,"petrol",3.7,"white","auto","rear drive"
"uaz","hunter",3100,2005,"with mileage",167000,"petrol",2.9,"green","mechanics","part-time four-wheel drive"
"mitsubishi","lancer",7999,2007,"with mileage",103592,"petrol",2,"black","auto","front-wheel drive"
"citroen","c3",5000,2010,"with mileage",65000,"petrol",1.1,"red","mechanics",""
"chevrolet","astro",3500,1992,"with mileage",97000,"petrol",4.3,"white","auto","rear drive"
"nissan","x-trail",5753,2002,"with mileage",284000,"diesel",2.2,"black","mechanics","part-time four-wheel drive"
"volkswagen","multivan",20850,2011,"with mileage",194000,"diesel",2,"silver","mechanics","front-wheel drive"
"volkswagen","golf",450,1988,"with mileage",300000,"petrol",1.3,"silver","mechanics","front-wheel drive"
"mazda","3",6000,2007,"with mileage",200000,"petrol",2.3,"gray","auto","front-wheel drive"
"lada-vaz","2115",1450,2005,"with mileage",154500,"petrol",1.6,"green","mechanics","front-wheel drive"
"mercedes-benz","v-klass",52500,2017,"with mileage",170000,"diesel",2.2,"black","auto","part-time four-wheel drive"
"renault","duster",10899,2015,"with mileage",77000,"petrol",2,"burgundy","mechanics","part-time four-wheel drive"
"lada-vaz","2121-niva",7499,2015,"with mileage",48000,"petrol",1.7,"other","mechanics","all-wheel drive"
